collection,budget,genre,language,title,production_companies,release_date,revenue,runtime,rating
,0,Romance,en,The Gift of Love,Osmond Productions,08-12-78,0,98.0,E
,0,Drama,ja,忠臣蔵,Daiei Studios,31-03-58,0,166.0,C
,0,Crime,en,This Side of the Law,Warner Bros.,17-06-50,0,74.0,D
The Spiritual Boxer Collection,0,Comedy,zh,神打,Shaw Brothers,28-11-75,0,98.0,B
,0,Adventure,en,Women in the Wind,Warner Bros.,15-04-39,0,63.0,E
,0,Western,en,The Lone Ranger,Republic Pictures (I),13-02-38,0,264.0,E
,0,TV Movie,en,Katt Williams: Priceless: Afterlife,#VALUE!,,,,E
,0,Drama,en,Take a Giant Step,Hecht-Hill-Lancaster Productions,01-12-59,0,100.0,C
,0,Drama,en,Pets,#VALUE!,,,,E
,0,Music,en,That Girl From Paris,RKO Radio Pictures,31-12-36,0,104.0,E
,0,,sv,Swedenhielms,#VALUE!,08-04-35,0,92.0,E
,0,TV Movie,en,Sebastian Maniscalco: What's Wrong with People?,#VALUE!,05-01-12,0,75.0,C
,0,Drama,ja,薄桜記,Daiei Studios,22-11-59,0,109.0,C
,0,Drama,en,The Challenge,20th Century Fox Television,10-02-70,0,74.0,E
,0,Romance,en,Newcastle,Australian Film Finance Corporation (AFFC),25-04-08,0,107.0,D
,0,Drama,en,Mr. Denning Drives North,London Film Productions,02-09-52,0,93.0,B
,0,Drama,fr,Manèges,Discina,25-01-50,0,91.0,E
,0,Drama,en,Beautiful Stranger,British Lion Film Corporation,13-07-54,0,89.0,E
,0,Documentary,en,Without Lying Down: Frances Marion and the Power of Women in Hollywood,UCLA Film and Television Archive,01-01-00,0,56.0,C
,0,Comedy,ja,みなさん、さようなら,Phantom Films,26-01-13,0,120.0,C
,0,Documentary,en,Rebirth,#VALUE!,31-08-11,0,104.0,A
,0,Drama,en,Skateland,Skateland Productions,25-01-10,14944,98.0,C
Stuart Little Collection,0,Fantasy,en,Stuart Little 3: Call of the Wild,Mainframe Entertainment,14-07-05,0,72.0,D
,3000000,Horror,de,Urban Explorer,Rialto Films,08-09-11,0,88.0,C
The Substitute Collection,0,Action,fr,The Substitute 2: School's Out,Gun for Hire Films,01-08-98,0,89.0,C
,0,Thriller,en,Shadow People,#VALUE!,17-03-13,0,89.0,D
,0,Horror,en,Seventh Moon,Haxan Films,20-09-08,0,87.0,D
,0,Adventure,en,Snow Queen,#VALUE!,04-01-02,0,180.0,C
,6800000,Action,en,Sacrifice,Zed Filmworks,26-04-11,0,100.0,D
,0,Drama,en,The Old Maid,#VALUE!,,,,E
Maniac Cop Collection,0,Action,en,Maniac Cop 3,NEO Motion Pictures,01-02-93,0,85.0,D
,0,Crime,en,Step By Step,RKO Radio Pictures,23-08-46,0,62.0,C
,0,Crime,en,The Get-Away,Metro-Goldwyn-Mayer (MGM),13-06-41,0,89.0,D
,0,Western,it,Odia il prossimo tuo,#VALUE!,26-07-68,0,86.0,E
,0,Action,en,Pimp Bullies,Antena Latina Films,30-06-11,0,78.0,E
,0,Documentary,en,Pink Saris,#VALUE!,14-09-10,0,96.0,D
,2500000,Drama,es,Espacio interior,Glorieta Films,26-07-13,0,87.0,C
,0,Drama,id,Sang Penari,Salto Films,10-11-11,0,112.0,C
,0,Fantasy,en,Witch's Night Out,Leach/Rankin Productions,27-10-78,0,28.0,B
,0,,en,Kings Point,#VALUE!,01-01-12,0,40.0,D
,0,Drama,en,The Seventh Sin,Metro-Goldwyn-Mayer (MGM),28-06-57,0,94.0,C
,0,Action,en,The Green Hornet,#VALUE!,21-03-74,0,90.0,C
,0,,en,Mantle,#VALUE!,,,,E
No Good Middle-Aged Yakuza Trilogy,0,Thriller,ja,Onibi,GAGA,19-04-97,0,101.0,C
,0,Crime,en,Pickup Alley,Columbia Pictures Corporation,13-08-57,0,92.0,C
,0,,en,Long Day's Journey Into Night,#VALUE!,12-04-87,0,170.0,B
,0,Adventure,en,The Golden Hawk,Columbia Pictures,08-10-52,0,83.0,E
,0,Drama,en,Summer of the Seventeenth Doll,Hill-Hecht-Lancaster Productions,01-12-59,0,93.0,C
,0,Documentary,en,Too Tough to Die: A Tribute to Johnny Ramone,#VALUE!,26-04-06,0,76.0,B
,0,Romance,en,The Formula,Backrow Studios,15-04-14,0,90.0,D
,0,Drama,it,Senza pietà,Lux Film,04-08-48,0,90.0,D
,0,Music,en,Where Do We Go from Here?,Twentieth Century Fox Film Corporation,23-05-45,0,74.0,E
,0,Comedy,en,The Man in Possession,Metro-Goldwyn-Mayer (MGM),04-07-31,0,84.0,E
,0,Action,en,Submarine,Columbia Pictures Corporation,28-08-28,0,88.0,E
,0,Drama,en,Two Loves,Metro-Goldwyn-Mayer (MGM),21-06-61,0,96.0,D
,0,,en,Method to the Madness of Jerry Lewis,#VALUE!,17-12-11,0,115.0,C
,0,Drama,fr,Les innocents,#VALUE!,23-12-87,0,96.0,D
,0,Drama,en,The Four Feathers,Paramount Pictures,01-06-29,0,0.0,E
,0,Crime,en,Lady Scarface,RKO Radio Pictures,26-09-41,0,66.0,C
,0,Thriller,en,Mine Own Executioner,London Film Productions,22-11-47,0,108.0,B
,0,Drama,pt,Os Verdes Anos,Produções Cunha Telles,29-11-63,0,91.0,C
,0,Crime,en,The Arnelo Affair,Metro-Goldwyn-Mayer (MGM),13-02-47,0,86.0,C
,0,Drama,en,Looking Forward,Cosmopolitan Productions,28-04-33,0,82.0,E
,0,Drama,en,Passion Flower,Metro-Goldwyn-Mayer (MGM),06-12-30,0,79.0,E
,0,Crime,en,The Beat Generation,Metro-Goldwyn-Mayer (MGM),03-07-59,0,95.0,C
,0,Crime,en,San Quentin,RKO Radio Pictures,16-12-46,0,66.0,D
,0,Comedy,en,Pretty Baby,Warner Bros.,16-09-50,0,92.0,E
,2000000,Comedy,en,Made in Romania,#VALUE!,,,,E
,0,Crime,en,Johnny Allegro,#VALUE!,,,,E
,0,Crime,en,Walk a Crooked Mile,Columbia Pictures,02-09-48,0,91.0,C
,0,Thriller,en,Haunting of the Innocent,Khoury A Marriot Production,01-02-14,0,90.0,E
,0,Crime,en,The Boys,Galaworldfilm Productions,31-08-62,0,123.0,C
,0,Comedy,en,Tendre voyou,#VALUE!,12-12-66,0,94.0,D
,0,Drama,en,Once Before I Die,Seven Arts Productions,01-12-66,0,97.0,E
Jungle Jim Collection,0,Adventure,en,Jungle Man-Eaters,Katzman Corporation,01-06-54,0,68.0,E
,300000,Action,en,The Kill Hole,Alternate Ending Studios,28-08-12,0,91.0,D
,17000,Drama,en,Princess and the Pony,#VALUE!,25-01-11,0,88.0,D
,0,Drama,en,Wicked as They Come,Columbia Pictures Corporation,22-05-56,0,94.0,C
,0,Crime,en,Night Court,Metro-Goldwyn-Mayer (MGM),04-06-32,0,92.0,B
,0,Animation,en,The Littlest Angel,#VALUE!,07-11-11,0,84.0,A
Jungle Jim Collection,0,,en,Valley of Head Hunters,#VALUE!,29-07-53,0,67.0,E
,0,Romance,en,Loose Ankles,First National Pictures,02-02-30,0,67.0,E
Jungle Jim Collection,0,,en,Voodoo Tiger,#VALUE!,15-11-52,0,67.0,E
,0,Documentary,en,Sergio,#VALUE!,20-01-09,0,90.0,E
,0,Drama,en,One Is a Lonely Number,Metro-Goldwyn-Mayer (MGM),19-06-72,0,97.0,C
,0,,en,Somewhere Tonight,#VALUE!,08-07-11,0,85.0,C
,0,Documentary,en,Roman Polanski: Odd Man Out,#VALUE!,09-09-12,0,88.0,D
,0,Thriller,en,The Hound of the Baskervilles,Tiger Aspect Productions,26-12-02,0,105.0,C
,5000000,Horror,en,Psych:9,International Production Company,07-05-10,0,98.0,D
,0,Comedy,en,Her Best Move,Summertime Films,31-03-07,0,101.0,D
Tarzan (Johnny Weissmuller series),0,Action,en,Tarzan and the Amazons,Sol Lesser Productions,29-04-45,0,76.0,D
,0,Science Fiction,en,The Bone Snatcher,Focus Films,23-12-03,0,90.0,D
Disney Buddies Collection,0,Family,en,Snow Buddies,#VALUE!,05-02-08,0,87.0,D
,0,Comedy,en,Trust Me,Unified Pictures,20-04-13,0,90.0,C
,3000000,Fantasy,en,The Haunting Hour: Don't Think About It,Universal Studios Home Entertainment Family Productions,04-09-07,0,87.0,C
,0,Comedy,en,The Time of Their Lives,Universal Pictures,16-08-46,0,82.0,C
,0,Drama,zh,Feng sheng,#VALUE!,22-09-09,0,118.0,B
,2500000,Action,en,The Gene Generation,Ascension Pictures,01-01-07,0,96.0,D
,0,Comedy,fr,La Vieille fille,#VALUE!,05-01-72,0,85.0,D
,0,Romance,en,Spring Is Here,First National Pictures,13-04-30,0,69.0,E
,0,Comedy,fr,L'école pour tous,StudioCanal,18-10-06,0,97.0,C
,0,TV Movie,en,The Elephant Man,#VALUE!,04-01-82,0,90.0,C
,0,Drama,en,No Questions Asked,Metro-Goldwyn-Mayer (MGM),15-06-51,0,80.0,C
,0,Drama,en,Sex and Consequences,Barnesology Pictures,01-01-06,0,100.0,C
,0,Drama,en,Riff-Raff,RKO Radio Pictures,28-06-47,0,80.0,C
,4000000,Drama,en,On the Inside,#VALUE!,31-12-11,0,95.0,D
,5000000,Drama,en,Solomon and Sheba,Edward Small Productions,25-12-59,12200000,139.0,C
,4500000,Thriller,en,The Heavy,Heavy Productions,08-04-10,0,102.0,D
,0,Adventure,en,Water,#VALUE!,01-01-85,0,94.0,C
,500000,Action,en,Ground Control,Green Communications,26-08-98,0,98.0,C
,0,Comedy,en,Guy X,#VALUE!,06-06-05,0,101.0,C
,0,Horror,en,Perkins' 14,After Dark Films,09-01-09,0,95.0,D
,0,Drama,en,Tell Them Willie Boy Is Here,Universal Pictures,31-10-69,0,98.0,C
,0,Drama,en,The Hunters,Tarantula,27-12-11,0,111.0,D
,0,Action,en,The Sea Chase,Warner Bros.,04-06-55,0,117.0,C
,0,Horror,en,Incubus,Fuel Entertainment,06-06-06,0,84.0,D
,0,Comedy,en,Kevin Hart: Seriously Funny,#VALUE!,20-07-10,0,72.0,B
Shark.Attack,0,Horror,fr,Shark Attack 2,Nu Image Films,13-02-01,0,98.0,D
,0,Horror,en,The Reptile,Hammer Film Productions,06-03-66,0,90.0,C
Winnetou Collection,0,Western,de,Winnetou II,Jadran Film,17-09-64,0,94.0,C
,0,Comedy,fr,Un Mari de Trop,#VALUE!,04-10-10,0,0.0,C
,0,Animation,en,Scooby-Doo! Camp Scare,Warner Home Video,14-09-10,0,72.0,B
,0,Romance,en,Half of a Yellow Sun,British Film Institute (BFI),21-03-14,0,106.0,C
,0,Animation,en,Hey There, It's Yogi Bear,Hanna-Barbera Productions,01-01-64,0,89.0,C
,0,Thriller,en,Top Sensation,Aica Cinematografica S.R.L,29-03-69,0,89.0,D
,0,,en,Il dolce corpo di Deborah,Flora Film,20-03-68,0,95.0,D
,0,Thriller,en,Così dolce... così perversa,Flora Film,31-10-69,0,89.0,C
,0,,de,Männer zum Knutschen,TLA Releasing,21-02-12,0,83.0,D
,0,,sv,Lille Fridolf Blir Morfar,Nordisk Tonefilm,02-09-57,0,0.0,C
Beck Collection,0,Thriller,sv,Beck 28 - Familjen,Nordisk Film,10-01-15,0,90.0,C
,0,Drama,en,The Stranger's Return,#VALUE!,,,,E
,0,Romance,en,Weary River,First National Pictures,10-02-29,0,86.0,D
,0,Documentary,en,Koran by Heart,#VALUE!,24-10-11,0,90.0,C
,0,Romance,en,The Affairs of Martha,Metro-Goldwyn-Mayer (MGM),21-06-42,0,66.0,E
,0,Drama,en,Nuit et jour,Canal+,28-08-91,0,90.0,D
,0,Comedy,en,Three Night Stand,Vroom Productions,06-12-13,0,86.0,D
,0,Action,en,The Hangman,Paramount Pictures,17-06-59,0,87.0,D
,0,Drama,he,Me'Ahorei Hasoragim,April Films,27-09-84,0,103.0,D
,0,Comedy,en,Paradise for Three,Metro-Goldwyn-Mayer (MGM),04-06-38,0,78.0,C
Charlie Chan (Roland Winters) Collection,0,Comedy,en,The Feathered Serpent,Monogram Pictures,19-12-48,0,68.0,B
,0,Comedy,en,You're Only Young Once,Metro-Goldwyn-Mayer (MGM),10-12-37,0,78.0,C
,0,Drama,en,In His Father's Shoes,Elkins Entertainment,05-06-97,0,105.0,E
,0,Comedy,en,Jim Norton: Please Be Offended,#VALUE!,30-06-12,0,60.0,C
,0,Comedy,en,We Were Dancing,Loew,30-04-42,0,95.0,E
,0,Drama,en,The Secret of Dr. Kildare,Metro-Goldwyn-Mayer (MGM),24-11-39,0,84.0,C
Charlie Chan (Roland Winters) Collection,0,Adventure,en,The Sky Dragon,#VALUE!,27-04-49,0,64.0,A
,0,Mystery,ja,Moetsukita chizu,Katsu Production Co. Ltd.,01-06-68,0,118.0,B
,0,Comedy,en,The Bride Goes Wild,Metro-Goldwyn-Mayer (MGM),03-03-48,0,98.0,C
,0,Drama,en,PT 109,Warner Bros.,19-06-63,0,140.0,C
,0,TV Movie,en,Noah's Ark,Hallmark Entertainment,02-05-99,0,160.0,D
,0,Action,fr,Le Guetteur,Babe Films,05-09-12,0,89.0,C
When a Stranger Calls Collection,0,Horror,en,When A Stranger Calls Back,Columbia Pictures Corporation,04-04-93,0,94.0,C
,0,Animation,en,Mr. Magoo's Christmas Carol,#VALUE!,18-12-62,0,53.0,C
,200000,Horror,en,Modus Anomali,Lifelike Picture,26-04-12,0,87.0,C
,0,Fantasy,en,Master of the World,Metro-Goldwyn-Mayer (MGM),01-05-61,0,102.0,C
Tooth Fairy Collection,5000000,Comedy,en,Tooth Fairy 2,20th Century Pictures,06-03-12,0,90.0,D
,0,Drama,en,In Name Only,RKO Radio Pictures,18-08-39,0,94.0,C
,0,Drama,en,Love's Kitchen,#VALUE!,07-06-11,0,86.0,D
,0,Action,en,Stay Away, Joe,Metro-Goldwyn-Mayer (MGM),08-03-68,0,102.0,C
,0,Action,en,Renegade,Cinecittà,30-10-87,0,92.0,C
,0,Drama,en,The Diary of Anne Frank,Darlow Smithson Productions,09-01-09,0,100.0,B
,0,Horror,en,Wishcraft,#VALUE!,25-09-02,0,102.0,C
,0,Action,en,Knights,Kings Road Entertainment,19-04-93,0,95.0,D
,0,TV Movie,en,The Chatterley Affair,#VALUE!,20-03-06,0,90.0,E
,0,Drama,en,Fanny Hill,Sally Head Productions,22-10-07,0,120.0,C
,0,Drama,en,The Suspicions of Mr. Whicher: The Murder at Road Hill House,Hat Trick Productions,25-04-11,0,94.0,C
,0,Western,en,The Last Wagon,Twentieth Century Fox Film Corporation,21-09-56,0,98.0,C
,5000000,Drama,en,The Philly Kid,Signature Pictures,11-05-12,0,94.0,D
,0,Comedy,en,Ping Pong Summer,Compass Entertainment,06-06-14,25781,92.0,C
,0,Horror,fr,Sabretooth,#VALUE!,26-11-02,0,90.0,D
,0,Drama,en,Pride and Prejudice,#VALUE!,,,,E
Sometimes They Come Back Collection,0,Horror,en,Sometimes They Come Back... for More,Trimark Pictures,06-09-98,0,89.0,D
,0,Comedy,en,Kid Galahad,Mirisch Corporation, The,29-11-62,0,95.0,C
,0,Documentary,en,The Captains,Le Big Boss Productions,22-07-11,0,97.0,C
,0,Drama,en,Homeboy,#VALUE!,24-08-88,0,116.0,D
,12000000,Adventure,en,Merlin's Apprentice,#VALUE!,14-04-06,0,176.0,D
,0,Action,en,The Siege of Firebase Gloria,International Film Management,27-01-89,0,97.0,C
,0,Drama,en,The Bumblebee Flies Anyway,#VALUE!,01-01-00,0,95.0,C
,0,Horror,es,La tumba de los muertos vivientes,Eurociné,20-04-82,0,85.0,D
The Land Before Time Collection,0,Adventure,en,The Land Before Time VII: The Stone of Cold Fire,Universal Cartoon Studios,05-12-00,0,75.0,C
,0,Drama,en,The Amazing Dr. Clitterhouse,First National Pictures,30-07-38,0,87.0,B
,0,Drama,en,The Freebie,#VALUE!,,,,E
,0,Horror,en,The Violent Kind,San Francisco Independent Cinema,25-01-10,0,89.0,C
,0,Comedy,en,Ricky Gervais: Out of England - The Stand-Up Special,Moffitt-Lee Productions,15-11-08,0,72.0,B
,0,Comedy,it,E poi lo chiamarono il magnifico,Les Productions Artistes Associés,28-09-72,0,115.0,C
Winnetou Collection,0,Adventure,de,Winnetou III,Jadran Film,14-10-65,0,93.0,C
,0,Comedy,en,Soccer Dog: The Movie,Watershed Entertainment,01-01-99,0,99.0,D
,0,Action,en,Ice Soldiers,Bunk 11 Pictures,06-12-13,0,95.0,D
,0,Horror,en,Maniac,Road Show Attractions,11-09-34,0,51.0,D
,3500000,Comedy,en,Wild Cherry,Redwood Palms Pictures,07-02-09,0,120.0,D
,0,Romance,it,La chiave,San Francisco Film,18-10-83,0,110.0,D
,0,Horror,en,The Roost,Glass Eye Pix,12-03-05,0,80.0,C
,0,Drama,nl,Sonny Boy,#VALUE!,27-01-11,0,130.0,C
Vampires Collection,0,Action,fr,Vampires: The Turning,#VALUE!,02-01-05,0,84.0,D
,0,Thriller,en,Siren,Alcove Entertainment,11-11-10,0,86.0,D
The Land Before Time Collection,0,Animation,en,The Land Before Time IX: Journey to the Big Water,Universal Studios,17-12-02,0,71.0,C
,0,Romance,en,Love n' Dancing,#VALUE!,01-01-09,0,93.0,C
Walking Tall Collection,0,Crime,en,Walking Tall: The Payback,#VALUE!,20-02-07,0,88.0,C
,0,Action,en,The Way West,Harold Hecht Productions,24-05-67,0,122.0,C
,375000,Drama,en,Shock,Twentieth Century Fox Film Corporation,10-01-46,0,70.0,C
,0,Horror,en,Mask Maker,#VALUE!,01-01-10,0,90.0,C
Tom Thorne Collection,0,Crime,en,Thorne: Sleepyhead,Stagereel,01-10-10,0,125.0,C
,2000000,Drama,en,La Mission,#VALUE!,19-01-09,0,117.0,C
Stir of Echoes Collection,0,Horror,en,Stir of Echoes: The Homecoming,Playarte,11-08-07,0,89.0,D
,0,Drama,en,The Outrage,Metro-Goldwyn-Mayer (MGM),08-10-64,0,96.0,D
,0,TV Movie,en,The Canterville Ghost,Anasazi Productions,03-10-96,0,92.0,C
,0,Adventure,en,Dirkie - Lost in the Desert,#VALUE!,06-11-69,0,84.0,C
,0,Action,en,Somewhere in Sonora,Warner Bros.,27-05-33,0,59.0,C
,0,Crime,en,The Sellout,Metro-Goldwyn-Mayer (MGM),30-05-52,0,83.0,C
,0,Music,en,Let the Good Times Roll,Metromedia Producers,25-05-73,0,99.0,D
,0,Western,en,The Vanishing American,Famous Players-Lasky Corporation,15-10-25,0,110.0,E
,0,Documentary,en,Mandela,Clinica Estetico,11-10-96,0,118.0,C
TekWar Collection,0,Science Fiction,en,TekWar: TekJustice,Universal TV,14-05-94,0,100.0,C
,0,Drama,en,Thunder Birds,Twentieth Century Fox Film Corporation,19-10-42,0,78.0,E
,0,Crime,en,Murder Is My Beat,Masthead Productions,27-02-55,0,77.0,C
,0,Documentary,en,Sam Peckinpah's West: Legacy of a Hollywood Renegade,#VALUE!,25-07-04,0,89.0,C
,0,Drama,en,The White Sister,Inspiration Pictures,05-09-23,0,135.0,B
,0,Comedy,en,The Naughty Flirt,First National Pictures,11-01-31,0,56.0,E
,0,Action,en,The Law and Jake Wade,Metro-Goldwyn-Mayer (MGM),06-06-58,0,86.0,C
,4,Comedy,en,Without Men,#VALUE!,29-06-11,0,83.0,D
,0,Family,de,Das doppelte Lottchen,#VALUE!,01-12-50,0,105.0,C
The Land Before Time Collection,0,Adventure,en,The Land Before Time VIII: The Big Freeze,Universal Cartoon Studios,04-12-01,0,75.0,C
The Amazing Colossal Man Duology,0,Science Fiction,en,War of the Colossal Beast,Carmel Productions,04-06-58,0,69.0,D
,0,Comedy,en,Who's Minding the Store?,Paramount Pictures,28-11-63,0,90.0,C
The Six Million Dollar Man Collection,0,Science Fiction,en,The Six Million Dollar Man,Universal TV,07-03-73,0,90.0,C
,0,Comedy,en,The Love Letter,#VALUE!,01-02-98,0,98.0,C
The Land Before Time Collection,0,Adventure,en,The Land Before Time X: The Great Longneck Migration,#VALUE!,02-12-03,0,84.0,C
,0,Horror,en,The Deadly Bees,Paramount Pictures,23-12-66,0,83.0,D
,0,Science Fiction,en,They Came from Beyond Space,Amicus Productions,01-05-67,0,85.0,C
,0,Crime,en,Mumsy, Nanny, Sonny & Girly,#VALUE!,,,,E
,0,Horror,en,Tales That Witness Madness,Paramount Pictures,01-01-73,0,90.0,C
,0,Comedy,en,Son of Dracula,Apple Films,12-04-74,0,90.0,E
,0,Horror,en,Craze,#VALUE!,,,,E
,0,Horror,de,The Ghoul,Tyburn Film Productions Limited,11-07-75,0,90.0,C
,0,Horror,en,Dark Tower,#VALUE!,29-03-89,0,91.0,E
,0,Comedy,en,Holy Water,#VALUE!,01-07-09,0,93.0,C
,0,Science Fiction,en,Supernova,Larry Levinson Productions,05-09-05,0,172.0,D
,0,Comedy,en,Kissin' Cousins,Four-Leaf Productions,06-03-64,0,96.0,C
,0,Drama,fr,Mes chères études,Les Films du Kiosque,18-01-10,0,101.0,D
,0,Family,en,JLA Adventures: Trapped in Time,DC Comics,21-01-14,0,52.0,C
Joy Ride Collection,0,Thriller,en,Joy Ride 3,WT Canada Productions,03-06-14,0,96.0,D
,0,Drama,en,Inside Out,WWE Studios,27-09-11,0,93.0,D
,0,Action,en,The Karate Dog,#VALUE!,05-05-04,0,84.0,D
,0,TV Movie,en,Since You've Been Gone,FilmColony,06-06-98,0,96.0,D
,500000,Drama,en,Peter and Vandy,#VALUE!,01-01-09,11276,78.0,C
Hercules TV Movies,0,Action,en,Hercules and the Amazon Women,Renaissance Pictures,24-04-94,0,91.0,C
The Howling Collection,0,Horror,en,Howling VI: The Freaks,#VALUE!,01-01-91,0,102.0,D
,0,Drama,en,The Comedians,Metro-Goldwyn-Mayer (MGM),31-10-67,5200000,152.0,C
Vi hade i alla fall tur med vädret Collection,0,Comedy,sv,Vi hade i alla fall tur med vädret,SVT,26-02-80,0,57.0,C
,0,Thriller,en,Boot Tracks,Deed Films,31-10-12,0,91.0,D
,3500000,Action,en,Wicked Blood,NAZZ Productions,04-03-14,0,92.0,C
,0,Comedy,en,Killer Pad,#VALUE!,05-02-08,0,84.0,D
,0,Comedy,en,What Did You Do in the War, Daddy?,United Artists,01-01-66,0,116.0,D
,0,Adventure,en,Rachel and the Stranger,RKO Radio Pictures,20-09-48,0,80.0,C
,0,Action,en,The Indian Fighter,Bryna Productions,21-12-55,0,88.0,C
,485000,Drama,en,Little Fish, Strange Pond,#VALUE!,23-10-09,0,80.0,D
,0,Comedy,en,Trading Mom,Overseas FilmGroup,13-05-94,0,82.0,C
MVP,0,Comedy,en,MVP 2: Most Vertical Primate,Canadian Film or Video Production Tax Credit (CPTC),05-10-01,0,87.0,C
Air Bud Collection,0,Comedy,en,Air Bud: Seventh Inning Fetch,Fetch Boy Films Ltd.,18-06-02,0,93.0,D
,0,Family,en,Chestnut: Hero of Central Park,#VALUE!,21-10-04,0,87.0,C
,0,Adventure,en,Spymate,Téléfilm Canada,24-01-06,0,81.0,D
Disney Buddies Collection,9000000,Adventure,en,Air Buddies,#VALUE!,12-12-06,0,80.0,C
Santas Paw,0,Adventure,en,The Search for Santa Paws,Walt Disney Studios Home Entertainment,12-10-10,0,89.0,C
Disney Buddies Collection,0,Comedy,en,Spooky Buddies,Walt Disney Studios Home Entertainment,20-09-11,0,88.0,D
Disney Buddies Collection,0,Adventure,en,Treasure Buddies,Walt Disney Studios Home Entertainment,31-01-12,0,93.0,D
Santas Paw,0,Family,en,Santa Paws 2: The Santa Pups,Walt Disney Studios Home Entertainment,20-11-12,0,88.0,C
Disney Buddies Collection,0,Family,en,Super Buddies,Key Pix Productions,07-08-13,0,81.0,C
,0,Drama,en,Malicious,Republic Pictures,06-11-95,0,92.0,C
,0,Action,en,White Tiger,#VALUE!,,,,E
Warlock Collection,2000000,Fantasy,en,Warlock III: The End of Innocence,Trimark Pictures,12-10-99,0,94.0,D
,1000000,Action,en,The Lost Tribe,#VALUE!,,,,E
,0,Drama,en,Jim Thorpe – All-American,Warner Bros.,24-08-51,0,107.0,C
,0,Action,en,La bataille de San Sebastian,Filmes Cinematografica,20-03-68,0,111.0,C
,0,Comedy,en,Assault of the Party Nerds,#VALUE!,01-01-89,0,82.0,D
,0,Comedy,en,Assault of the Party Nerds 2,#VALUE!,09-05-95,0,86.0,E
,0,Romance,en,Popstar,Tag Entertainment,01-01-05,0,94.0,E
,600000,Drama,en,Miracle Dogs Too,Tag Entertainment,01-04-06,0,85.0,C
,0,Thriller,en,InSight,\xa0Braeburn Entertainment,02-09-11,17011,92.0,C
,0,Thriller,en,Imaginary Friend,Braeburn Entertainment,02-06-12,0,99.0,D
,0,TV Movie,en,In the Dark,#VALUE!,,,,E
,0,TV Movie,en,Non-Stop,Check Entertainment,29-11-13,0,90.0,C
,0,TV Movie,en,Expecting Amish,Check Entertainment,19-07-14,0,85.0,C
,0,Drama,en,Rough Riders,Larry Levinson Productions,20-07-97,0,240.0,D
,0,Comedy,en,The Devil's Brother,Hal Roach Studios,01-01-33,0,90.0,C
TekWar Collection,0,Science Fiction,en,TekWar: TekLab,Universal TV,27-02-94,0,105.0,B
TekWar Collection,0,Science Fiction,en,TekWar: TekLords,Universal TV,20-02-94,0,96.0,C
,0,Drama,en,Musical Chairs,#VALUE!,23-03-12,0,102.0,E
,0,Music,en,Night Song,RKO Radio Pictures,10-11-47,0,102.0,C
,0,Comedy,en,John Loves Mary,Warner Bros.,01-01-49,0,96.0,C
,0,Horror,en,The Underneath,Monument Pictures,19-12-13,0,88.0,E
,0,War,en,The Deep Six,Jaguar Productions,15-01-58,0,105.0,D
,0,Drama,en,La demora,#VALUE!,,,,E
,0,Action,en,The Telegraph Trail,Warner Bros.,18-03-33,0,54.0,D
,0,Crime,en,No Orchids for Miss Blandish,Tudor-Alliance,13-04-48,0,104.0,D
,0,Western,en,The Moonlighter,Warner Bros.,19-09-53,0,77.0,D
,0,Comedy,en,Nervous Ticks,#VALUE!,01-03-92,0,95.0,E
,0,Comedy,en,Man of the Moment,#VALUE!,01-01-55,0,85.0,D
,0,TV Movie,en,Oliver Twist,Norman Rosemont Productions,23-03-82,0,103.0,C
,0,Drama,en,Voyous voyelles,#VALUE!,09-02-00,0,95.0,D
,0,Drama,en,The Underworld Story,United Artists,26-07-50,0,91.0,C
,0,Comedy,en,Music for Millions,Loew,18-12-44,0,117.0,C
,0,Comedy,en,My Gal Sal,Twentieth Century Fox Film Corporation,30-04-42,0,103.0,E
,322000,Drama,en,Wild Orchids,Metro-Goldwyn-Mayer (MGM),23-02-29,0,100.0,C
,0,Comedy,en,Movers & Shakers,United Artists,03-05-85,0,80.0,C
,0,Drama,en,The Rainbow Tribe,International Production Company,01-02-11,0,90.0,C
The Nancy Drew Collection (Bonita Granville),0,Comedy,en,Nancy Drew... Trouble Shooter,Warner Bros.,17-06-39,0,68.0,B
,0,Drama,en,Mosquita y Mari,Indion Entertainment Group,03-08-12,0,85.0,C
,0,Action,en,The Defector,PECF,20-10-66,0,106.0,C
,0,Thriller,ru,Ночной продавец,CTB Film Company,20-01-05,0,85.0,C
,0,Action,en,Jabberwock,Bron Studios,09-09-11,0,140.0,E
,0,Drama,en,Sunday Too Far Away,South Australian Film Corporation,01-06-75,0,93.0,E
,401000,Drama,en,The Moon and Sixpence,David L. Loew-Albert Lewin,27-10-42,0,89.0,C
,0,Romance,fr,Nana,Les Films Jean Renoir,25-06-26,0,150.0,B
,0,Western,en,Heaven with a Gun,King Brothers Productions,20-05-69,0,98.0,D
The Nancy Drew Collection (Bonita Granville),0,Comedy,en,Nancy Drew and the Hidden Staircase,Warner Bros.,09-09-39,0,60.0,B
,0,Action,en,Stranded,Phoenician Entertainment,20-01-02,0,96.0,D
